Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692435690,12.234,0.012,0.390,4.77,13.75,,OFF
1692435720,12.239,0.014,0.438,5.36,13.75,,OFF
1692435750,12.239,0.014,0.492,6.02,13.75,,OFF
1692435780,12.240,0.012,0.435,5.32,13.75,,OFF
1692435810,12.243,0.011,0.498,6.10,13.75,,OFF
1692435840,12.241,0.010,0.440,5.39,13.75,,OFF
1692435870,12.245,0.012,0.436,5.34,13.75,,OFF
1692435900,12.244,0.011,0.474,5.80,13.75,,OFF
1692435930,12.248,0.013,0.537,6.58,13.75,,OFF
1692435960,12.250,0.012,0.409,5.01,13.75,,OFF
1692435990,12.249,0.016,0.544,6.66,13.75,,OFF
1692436020,12.248,0.010,0.587,7.19,13.75,,OFF
1692436050,12.249,0.012,0.423,5.18,13.75,,OFF
1692436080,12.245,0.013,0.482,5.90,13.75,,OFF
1692436110,12.208,0.011,-3.882,-47.39,13.75,,OFF
1692436140,12.206,0.011,-3.978,-48.56,13.75,,OFF
1692436170,12.197,0.011,-3.933,-47.97,13.75,,OFF
1692436200,12.195,0.012,-3.858,-47.05,13.75,,OFF
1692436230,12.235,0.010,0.478,5.85,13.75,,OFF
1692436260,12.245,0.011,0.485,5.94,13.75,,OFF
1692436290,12.246,0.011,0.479,5.87,13.75,,OFF
1692436320,12.212,0.011,-4.000,-48.85,13.75,,OFF
1692436350,12.245,0.011,0.544,6.66,13.75,,OFF
1692436380,12.249,0.013,0.589,7.21,13.75,,OFF
1692436410,12.208,0.010,-3.907,-47.70,13.75,,OFF
1692436440,12.248,0.012,0.631,7.73,14.00,,OFF
1692436470,12.250,0.010,0.454,5.56,13.75,,OFF
1692436500,12.251,0.009,0.392,4.80,13.75,,OFF
1692436530,12.203,0.011,-3.999,-48.80,13.75,,OFF
1692436560,12.199,0.010,-4.142,-50.53,13.75,,OFF
1692436590,12.207,0.013,-4.208,-51.37,13.75,,OFF
1692436620,12.197,0.014,-4.075,-49.70,13.75,,OFF
1692436650,12.193,0.012,-4.101,-50.00,13.75,,OFF
1692436680,12.187,0.013,-4.139,-50.44,13.75,,OFF
1692436710,12.187,0.009,-4.038,-49.21,13.75,,OFF
1692436740,12.187,0.013,-4.009,-48.86,13.75,,OFF
1692436770,12.229,0.011,0.356,4.35,13.75,,OFF
1692436800,12.231,0.009,0.307,3.75,14.00,,OFF
1692436830,12.238,0.010,0.352,4.31,13.75,,OFF
1692436860,12.238,0.013,0.332,4.06,13.75,,OFF
1692436890,12.240,0.011,0.201,2.46,13.75,,OFF
1692436920,12.241,0.015,0.295,3.61,13.75,,OFF
1692436950,12.240,0.012,0.243,2.97,13.75,,OFF
1692436980,12.245,0.010,0.348,4.26,13.75,,OFF
1692437010,12.244,0.010,0.412,5.04,13.75,,OFF
1692437040,12.206,0.013,-3.933,-48.01,13.75,,OFF
1692437070,12.245,0.010,0.488,5.98,13.75,,OFF
1692437100,12.246,0.010,0.486,5.95,13.75,,OFF
1692437130,12.251,0.013,0.576,7.06,13.75,,OFF
1692437160,12.252,0.010,0.557,6.82,13.75,,OFF
1692437190,12.249,0.012,0.548,6.71,13.75,,OFF
1692437220,12.252,0.012,0.546,6.69,13.75,,OFF
1692437250,12.251,0.010,0.488,5.98,13.75,,OFF
1692437280,12.253,0.009,0.497,6.09,13.75,,OFF
1692437310,12.253,0.011,0.526,6.45,13.75,,OFF
1692437340,12.255,0.011,0.443,5.43,13.75,,OFF
1692437370,12.257,0.010,0.507,6.21,13.75,,OFF
1692437400,12.258,0.012,0.416,5.10,13.75,,OFF
1692437430,12.260,0.012,0.515,6.31,14.00,,OFF
1692437460,12.259,0.010,0.541,6.63,13.75,,OFF
1692437490,12.261,0.012,0.531,6.51,13.75,,OFF
1692437520,12.263,0.011,0.693,8.50,14.00,,OFF
1692437550,12.263,0.009,0.694,8.51,14.00,,OFF
1692437580,12.265,0.012,0.610,7.48,13.75,,OFF
1692437610,12.266,0.012,0.598,7.34,13.75,,OFF
1692437640,12.265,0.013,0.513,6.29,14.00,,OFF
1692437670,12.265,0.011,0.515,6.32,13.75,,OFF
1692437700,12.266,0.010,0.649,7.96,13.75,,OFF
1692437730,12.270,0.013,0.801,9.83,13.75,,OFF
1692437760,12.230,0.012,-4.957,-60.62,13.75,,OFF
1692437790,12.222,0.012,-3.347,-40.91,14.00,,OFF
1692437820,12.213,0.012,-3.338,-40.77,13.75,,OFF
1692437850,12.212,0.010,-3.243,-39.60,13.75,,OFF
1692437880,12.216,0.014,-3.161,-38.61,14.00,,OFF
1692437910,12.210,0.011,-2.996,-36.58,13.75,,OFF
1692437940,12.197,0.009,-4.486,-54.72,14.00,,OFF
1692437970,12.193,0.011,-4.585,-55.90,13.75,,OFF
1692438000,12.193,0.013,-4.617,-56.30,13.75,,OFF
1692438030,12.200,0.014,-3.345,-40.81,14.00,,OFF
1692438060,12.236,0.011,0.841,10.29,14.00,,OFF
1692438090,12.243,0.011,0.829,10.15,14.00,,OFF
1692438120,12.249,0.012,0.807,9.88,14.00,,OFF
1692438150,12.250,0.012,0.718,8.80,14.00,,OFF
1692438180,12.253,0.010,0.758,9.29,13.75,,OFF
1692438210,12.251,0.011,0.746,9.14,13.75,,OFF
1692438240,12.259,0.010,0.939,11.51,13.75,,OFF
1692438270,12.264,0.011,1.206,14.79,14.00,,OFF
1692438300,12.265,0.011,1.346,16.51,14.00,,OFF
1692438330,12.269,0.011,1.426,17.50,13.75,,OFF
1692438360,12.272,0.012,1.505,18.47,14.00,,OFF
1692438390,12.272,0.011,1.276,15.66,14.00,,OFF
1692438420,12.269,0.011,1.030,12.64,14.00,,OFF
1692438450,12.272,0.011,1.025,12.58,13.75,,OFF
1692438480,12.269,0.011,0.898,11.02,14.00,,OFF
1692438510,12.271,0.012,0.774,9.50,14.00,,OFF
1692438540,12.276,0.013,0.846,10.39,14.00,,OFF
1692438570,12.275,0.012,1.000,12.27,13.75,,OFF
1692438600,12.278,0.011,1.136,13.95,14.00,,OFF
1692438630,12.282,0.013,1.315,16.15,14.00,,OFF
1692438660,12.286,0.011,1.378,16.93,14.00,,OFF
1692438690,12.282,0.012,1.469,18.04,14.00,,OFF
1692438720,12.283,0.009,1.387,17.04,14.00,,OFF
1692438750,12.286,0.013,1.212,14.89,14.00,,OFF
1692438780,12.284,0.010,1.136,13.95,14.00,,OFF
1692438810,12.284,0.010,1.033,12.69,14.00,,OFF
1692438840,12.282,0.010,0.979,12.02,14.00,,OFF
1692438870,12.287,0.012,1.016,12.48,14.00,,OFF
1692438900,12.289,0.011,1.005,12.35,14.00,,OFF
1692438930,12.288,0.012,1.090,13.39,14.00,,OFF
1692438960,12.254,0.008,-4.031,-49.40,14.00,,OFF
1692438990,12.290,0.012,1.083,13.31,14.00,,OFF
1692439020,12.292,0.014,0.931,11.44,14.00,,OFF
1692439050,12.285,0.012,0.717,8.81,14.00,,OFF
1692439080,12.283,0.009,0.582,7.15,14.00,,OFF
1692439110,12.287,0.010,0.538,6.61,14.00,,OFF
1692439140,12.286,0.014,0.478,5.87,14.00,,OFF
1692439170,12.286,0.011,0.434,5.33,14.00,,OFF
1692439200,12.288,0.012,0.427,5.25,14.00,,OFF
1692439230,12.289,0.012,0.416,5.11,14.00,,OFF
1692439260,12.291,0.014,0.415,5.10,14.00,,OFF
1692439290,12.286,0.009,0.353,4.34,14.00,,OFF
1692439320,12.289,0.011,0.370,4.55,14.00,,OFF
1692439350,12.285,0.010,0.365,4.48,14.00,,OFF
1692439380,12.286,0.013,0.329,4.04,14.00,,OFF
1692439410,12.289,0.011,0.339,4.17,14.00,,OFF
1692439440,12.290,0.012,0.409,5.03,14.00,,OFF
1692439470,12.291,0.012,0.520,6.39,14.00,,OFF
1692439500,12.295,0.012,0.827,10.17,14.00,,OFF
1692439530,12.299,0.011,0.952,11.71,14.00,,OFF
1692439560,12.299,0.010,0.962,11.83,14.00,,OFF
1692439590,12.299,0.013,0.931,11.45,14.00,,OFF
1692439620,12.298,0.009,0.947,11.65,14.00,,OFF
1692439650,12.299,0.011,0.942,11.59,14.00,,OFF
1692439680,12.304,0.012,0.945,11.63,14.00,,OFF
1692439710,12.303,0.012,0.884,10.88,14.00,,OFF
1692439740,12.303,0.011,0.899,11.06,14.00,,OFF
1692439770,12.303,0.011,0.903,11.11,14.00,,OFF
1692439800,12.305,0.013,0.900,11.07,14.00,,OFF
1692439830,12.305,0.011,0.859,10.57,14.00,,OFF
1692439860,12.300,0.012,0.903,11.11,14.00,,OFF
1692439890,12.306,0.011,0.917,11.28,14.00,,OFF
1692439920,12.307,0.012,0.899,11.06,14.00,,OFF
1692439950,12.308,0.011,0.911,11.21,14.00,,OFF
1692439980,12.309,0.012,0.968,11.92,14.00,,OFF
1692440010,12.309,0.012,0.948,11.67,14.00,,OFF
1692440040,12.311,0.011,1.031,12.69,14.00,,OFF
1692440070,12.313,0.010,1.168,14.38,14.00,,OFF
1692440100,12.315,0.011,1.324,16.31,14.00,,OFF
1692440130,12.319,0.013,1.431,17.63,14.00,,OFF
1692440160,12.321,0.011,1.478,18.21,14.00,,OFF
1692440190,12.322,0.011,1.379,16.99,14.00,,OFF
1692440220,12.323,0.013,1.508,18.58,14.00,,OFF
1692440250,12.328,0.012,1.917,23.63,14.00,,OFF
1692440280,12.333,0.012,2.219,27.37,14.00,,OFF
1692440310,12.336,0.012,2.221,27.40,14.00,,OFF
1692440340,12.335,0.012,2.084,25.71,14.00,,OFF
1692440370,12.332,0.010,1.960,24.17,14.00,,OFF
1692440400,12.336,0.011,2.037,25.13,14.00,,OFF
1692440430,12.337,0.011,1.778,21.94,14.00,,OFF
1692440460,12.334,0.011,1.711,21.10,14.00,,OFF
1692440490,12.337,0.015,1.602,19.76,14.00,,OFF
1692440520,12.336,0.010,1.589,19.60,14.00,,OFF
1692440550,12.340,0.013,1.615,19.93,14.00,,OFF
1692440580,12.335,0.009,1.751,21.60,14.00,,OFF
1692440610,12.343,0.012,1.761,21.74,14.00,,OFF
1692440640,12.348,0.011,2.022,24.97,14.00,,OFF
1692440670,12.339,0.010,2.113,26.07,14.00,,OFF
1692440700,12.347,0.012,1.757,21.69,14.00,,OFF
1692440730,12.345,0.011,1.570,19.38,14.00,,OFF
1692440760,12.345,0.011,1.419,17.52,14.00,,OFF
1692440790,12.347,0.014,1.269,15.67,14.00,,OFF
1692440820,12.345,0.011,1.047,12.93,14.00,,OFF
1692440850,12.342,0.010,1.005,12.40,14.00,,OFF
1692440880,12.343,0.010,1.133,13.98,14.00,,OFF
1692440910,12.347,0.011,1.392,17.19,14.00,,OFF
1692440940,12.350,0.013,1.296,16.01,14.00,,OFF
1692440970,12.352,0.010,1.724,21.29,14.00,,OFF
1692441000,12.348,0.009,1.180,14.57,14.00,,OFF
1692441030,12.346,0.011,0.642,7.93,14.00,,OFF
1692441060,12.299,0.012,-4.006,-49.27,14.00,,OFF
1692441090,12.334,0.008,0.497,6.13,14.00,,OFF
1692441120,12.298,0.011,-3.830,-47.10,14.00,,OFF
1692441150,12.288,0.011,-3.811,-46.83,14.00,,OFF
1692441180,12.285,0.010,-3.577,-43.94,14.00,,OFF
1692441210,12.276,0.010,-3.843,-47.18,14.00,,OFF
1692441240,12.277,0.012,-3.553,-43.62,14.00,,OFF
1692441270,12.267,0.014,-3.920,-48.09,14.00,,OFF
1692441300,12.263,0.010,-4.088,-50.13,14.00,,OFF
1692441330,12.258,0.011,-4.035,-49.46,14.00,,OFF
1692441360,12.249,0.011,-5.034,-61.66,14.00,,OFF
1692441390,12.252,0.010,-3.545,-43.43,14.00,,OFF
1692441420,12.284,0.012,0.801,9.84,14.00,,OFF
1692441450,12.298,0.012,0.807,9.92,14.00,,OFF
1692441480,12.305,0.014,0.766,9.43,14.00,,OFF
1692441510,12.306,0.011,0.811,9.98,14.00,,OFF
1692441540,12.306,0.011,0.803,9.88,14.00,,OFF
1692441570,12.309,0.011,0.790,9.72,14.00,,OFF
1692441600,12.310,0.012,0.787,9.69,14.00,,OFF
1692441630,12.311,0.012,0.774,9.53,14.00,,OFF
1692441660,12.282,0.009,-4.866,-59.76,14.00,,OFF
1692441690,12.313,0.012,0.754,9.28,14.00,,OFF
1692441720,12.314,0.010,0.712,8.77,14.00,,OFF
1692441750,12.317,0.013,0.746,9.19,14.00,,OFF
1692441780,12.313,0.010,0.771,9.49,14.00,,OFF
1692441810,12.319,0.013,0.819,10.09,14.00,,OFF
1692441840,12.319,0.010,0.818,10.08,14.00,,OFF
1692441870,12.317,0.011,0.881,10.85,14.00,,OFF
1692441900,12.265,0.013,-5.034,-61.74,14.00,,OFF
1692441930,12.255,0.012,-4.952,-60.69,14.00,,OFF
1692441960,12.304,0.013,0.862,10.61,14.00,,OFF
1692441990,12.310,0.013,0.806,9.92,14.00,,OFF
1692442020,12.310,0.012,0.665,8.19,14.00,,OFF
1692442050,12.315,0.010,0.851,10.48,14.00,,OFF
1692442080,12.316,0.011,0.851,10.48,14.00,,OFF
1692442110,12.317,0.012,0.924,11.38,14.00,,OFF
1692442140,12.306,0.012,0.186,2.29,14.00,,OFF
1692442170,12.317,0.015,0.810,9.98,14.00,,OFF
1692442200,12.319,0.013,0.840,10.35,14.00,,OFF
1692442230,12.318,0.012,0.858,10.57,14.00,,OFF
1692442260,12.320,0.012,0.933,11.49,14.00,,OFF
1692442290,12.321,0.013,1.041,12.83,14.00,,OFF
1692442320,12.324,0.013,1.309,16.13,14.00,,OFF
1692442350,12.330,0.011,1.611,19.86,14.00,,OFF
1692442380,12.334,0.011,1.792,22.10,14.00,,OFF
1692442410,12.334,0.010,1.624,20.03,14.00,,OFF
1692442440,12.334,0.011,1.601,19.75,14.00,,OFF
1692442470,12.336,0.013,1.388,17.12,14.00,,OFF
1692442500,12.330,0.011,1.152,14.20,14.00,,OFF
1692442530,12.333,0.010,1.012,12.48,14.00,,OFF
1692442560,12.334,0.012,1.028,12.68,14.25,,OFF
1692442590,12.334,0.012,1.049,12.94,14.00,,OFF
1692442620,12.336,0.012,1.022,12.61,14.00,,OFF
1692442650,12.339,0.014,1.049,12.94,14.00,,OFF
1692442680,12.305,0.011,-3.389,-41.70,14.00,,OFF
1692442710,12.337,0.011,1.230,15.17,14.00,,OFF
1692442740,12.344,0.011,1.698,20.96,14.00,,OFF
1692442770,12.343,0.010,1.589,19.61,14.00,,OFF
1692442800,12.336,0.011,1.314,16.21,14.00,,OFF
1692442830,12.341,0.012,1.063,13.12,14.25,,OFF
1692442860,12.346,0.011,1.131,13.96,14.25,,OFF
1692442890,12.344,0.010,1.044,12.89,14.00,,OFF
1692442920,12.347,0.013,1.246,15.38,14.25,,OFF
1692442950,12.350,0.013,1.478,18.25,14.00,,OFF
1692442980,12.346,0.010,1.274,15.73,14.00,,OFF
1692443010,12.346,0.012,0.995,12.28,14.25,,OFF
1692443040,12.346,0.009,0.978,12.07,14.00,,OFF
1692443070,12.330,0.009,0.958,11.81,14.25,,OFF
1692443100,12.339,0.011,0.884,10.91,14.25,,OFF
1692443130,12.343,0.010,1.019,12.58,14.25,,OFF
1692443160,12.346,0.011,1.154,14.25,14.25,,OFF
1692443190,12.343,0.012,0.405,5.00,14.25,,OFF
1692443220,12.351,0.013,1.602,19.79,14.25,,OFF
1692443250,12.353,0.011,1.604,19.81,14.25,,OFF
1692443280,12.352,0.012,1.240,15.32,14.25,,OFF
1692443310,12.350,0.011,1.063,13.13,14.25,,OFF
1692443340,12.348,0.012,1.211,14.95,14.25,,OFF
1692443370,12.353,0.013,1.431,17.68,14.25,,OFF
1692443400,12.355,0.011,1.411,17.43,14.25,,OFF
1692443430,12.358,0.013,1.434,17.72,14.25,,OFF
1692443460,12.358,0.013,1.367,16.89,14.25,,OFF
1692443490,12.357,0.012,1.320,16.31,14.25,,OFF
1692443520,12.359,0.011,1.154,14.26,14.25,,OFF
1692443550,12.359,0.010,1.161,14.35,14.25,,OFF
1692443580,12.360,0.014,1.206,14.91,14.25,,OFF
1692443610,12.359,0.011,1.069,13.21,14.25,,OFF
1692443640,12.359,0.012,1.060,13.10,14.25,,OFF
1692443670,12.359,0.009,1.098,13.57,14.25,,OFF
1692443700,12.361,0.012,1.090,13.47,14.25,,OFF
1692443730,12.362,0.013,0.973,12.03,14.25,,OFF
1692443760,12.361,0.011,1.138,14.07,14.25,,OFF
1692443790,12.361,0.011,1.177,14.55,14.25,,OFF
1692443820,12.364,0.013,1.178,14.56,14.25,,OFF
1692443850,12.366,0.010,1.243,15.37,14.25,,OFF
1692443880,12.370,0.012,1.491,18.44,14.25,,OFF
1692443910,12.367,0.011,1.276,15.78,14.25,,OFF
1692443940,12.367,0.012,1.147,14.18,14.25,,OFF
1692443970,12.373,0.011,1.379,17.06,14.50,,OFF
1692444000,12.372,0.010,1.240,15.34,14.50,,OFF
1692444030,12.373,0.013,1.417,17.53,14.50,,OFF
1692444060,12.376,0.011,1.451,17.96,14.50,,OFF
1692444090,12.337,0.010,-2.940,-36.27,14.50,,OFF
1692444120,12.373,0.013,1.426,17.64,14.50,,OFF
1692444150,12.374,0.012,1.452,17.97,14.50,,OFF
1692444180,12.372,0.012,1.241,15.35,14.50,,OFF
1692444210,12.377,0.013,1.264,15.64,14.50,,OFF
1692444240,12.376,0.011,1.237,15.31,14.50,,OFF
1692444270,12.373,0.011,1.225,15.16,14.50,,OFF
1692444300,12.378,0.013,1.202,14.88,14.50,,OFF
1692444330,12.375,0.012,1.207,14.94,14.50,,OFF
1692444360,12.379,0.011,1.263,15.63,14.75,,OFF
1692444390,12.372,0.013,0.579,7.16,14.75,,OFF
1692444420,12.365,0.009,1.257,15.54,14.75,,OFF
1692444450,12.364,0.011,1.221,15.10,14.75,,OFF
1692444480,12.371,0.011,1.214,15.02,14.75,,OFF
1692444510,12.375,0.011,1.322,16.36,14.75,,OFF
1692444540,12.379,0.013,1.356,16.79,14.75,,OFF
1692444570,12.382,0.012,1.358,16.81,14.75,,OFF
1692444600,12.383,0.010,1.369,16.95,14.75,,OFF
1692444630,12.382,0.012,1.382,17.11,14.75,,OFF
1692444660,12.383,0.011,1.381,17.10,14.75,,OFF
1692444690,12.388,0.012,1.517,18.79,14.75,,OFF
1692444720,12.389,0.012,1.566,19.40,14.75,,OFF
1692444750,12.390,0.012,1.662,20.59,14.75,,OFF
1692444780,12.393,0.010,1.724,21.37,14.75,,OFF
1692444810,12.397,0.013,1.832,22.71,14.75,,OFF
1692444840,12.398,0.012,1.993,24.71,14.75,,OFF
1692444870,12.402,0.013,2.253,27.94,14.75,,OFF
1692444900,12.406,0.012,2.368,29.38,14.75,,OFF
1692444930,12.412,0.014,2.839,35.24,14.75,,OFF
1692444960,12.417,0.013,3.006,37.33,14.75,,OFF
1692444990,12.421,0.010,3.044,37.81,14.75,,OFF
1692445020,12.412,0.013,3.151,39.11,14.75,,OFF
1692445050,12.425,0.012,3.102,38.54,14.75,,OFF
1692445080,12.410,0.011,1.411,17.51,14.75,,OFF
1692445110,12.433,0.010,3.751,46.64,14.75,,OFF
1692445140,12.440,0.013,4.016,49.96,15.00,,OFF
1692445170,12.447,0.012,4.373,54.43,15.00,,OFF
1692445200,12.454,0.012,4.789,59.64,14.75,,OFF
1692445230,12.459,0.013,4.758,59.28,15.00,,OFF
1692445260,12.463,0.011,4.902,61.09,15.00,,OFF
1692445290,12.469,0.011,5.093,63.50,15.00,,OFF
1692445320,12.473,0.012,5.289,65.97,15.00,,OFF
1692445350,12.481,0.011,5.453,68.06,15.00,,OFF
1692445380,12.487,0.014,5.586,69.75,15.00,,OFF
1692445410,12.484,0.011,4.612,57.58,15.00,,OFF
1692445440,12.468,0.011,1.665,20.76,15.00,,OFF
1692445470,12.513,0.014,6.705,83.90,14.75,,OFF
1692445500,12.518,0.014,7.072,88.53,14.75,,OFF
1692445530,12.525,0.012,7.252,90.83,15.00,,OFF
1692445560,12.521,0.012,5.307,66.45,15.00,,OFF
1692445590,12.525,0.011,5.697,71.35,15.00,,OFF
1692445620,12.545,0.012,7.580,95.09,15.00,,OFF
1692445650,12.530,0.010,5.631,70.56,15.00,,OFF
1692445680,12.519,0.013,3.246,40.64,15.00,,OFF
1692445710,12.524,0.012,3.680,46.09,15.00,,OFF
1692445740,12.567,0.011,8.086,101.62,15.00,,OFF
1692445770,12.577,0.010,8.193,103.04,15.00,,OFF
1692445800,12.594,0.010,9.081,114.37,15.00,,OFF
1692445830,12.604,0.012,9.405,118.54,15.00,,OFF
1692445860,12.620,0.013,10.212,128.88,15.00,,OFF
1692445890,12.636,0.015,10.613,134.11,15.25,,OFF
1692445920,12.647,0.011,10.855,137.28,15.25,,OFF
1692445950,12.667,0.012,11.744,148.76,15.25,,OFF
1692445980,12.634,0.012,6.374,80.53,15.00,,OFF
1692446010,12.660,0.010,8.735,110.59,15.00,,OFF
1692446040,12.594,0.010,0.525,6.61,15.00,,OFF
1692446070,12.580,0.010,-0.098,-1.23,15.00,,OFF
1692446100,12.576,0.011,-0.047,-0.59,15.00,,OFF
1692446130,12.567,0.015,-1.225,-15.39,15.25,,OFF
1692446160,12.587,0.012,3.164,39.83,15.25,,OFF
1692446190,12.585,0.012,2.263,28.48,15.25,,OFF
1692446220,12.581,0.013,1.923,24.19,15.00,,OFF
1692446250,12.570,0.010,1.711,21.51,15.25,,OFF
1692446280,12.537,0.012,-2.643,-33.14,15.25,,OFF
1692446310,12.559,0.010,0.532,6.68,15.00,,OFF
1692446340,12.599,0.011,4.634,58.38,15.25,,OFF
1692446370,12.631,0.013,6.641,83.88,15.25,,OFF
1692446400,12.642,0.011,7.486,94.64,15.25,,OFF
1692446430,12.693,0.012,11.814,149.96,15.25,,OFF
1692446460,12.708,0.012,11.825,150.27,15.25,,OFF
1692446490,12.724,0.010,11.826,150.47,15.25,,OFF
1692446520,12.741,0.009,12.239,155.94,15.25,,OFF
1692446550,12.758,0.013,12.303,156.96,15.25,,OFF
1692446580,12.757,0.014,10.457,133.40,15.25,,OFF
1692446610,12.773,0.014,11.217,143.27,15.25,,OFF
1692446640,12.788,0.012,11.512,147.22,15.25,,OFF
1692446670,12.805,0.012,11.903,152.42,15.25,,OFF
1692446700,12.809,0.013,10.659,136.53,15.25,,OFF
1692446730,12.828,0.009,11.679,149.82,15.25,,OFF
1692446760,12.842,0.011,11.801,151.55,15.25,,OFF
1692446790,12.857,0.012,11.817,151.93,15.25,,OFF
1692446820,12.868,0.012,11.817,152.06,15.25,,OFF
1692446850,12.878,0.010,11.758,151.42,15.25,,OFF
1692446880,12.891,0.016,11.728,151.19,15.25,,OFF
1692446910,12.905,0.011,11.874,153.23,15.25,,OFF
1692446940,12.920,0.010,12.284,158.71,15.25,,OFF
1692446970,12.931,0.013,12.125,156.79,15.25,,OFF
1692447000,12.940,0.011,11.651,150.76,15.25,,OFF
1692447030,12.949,0.010,11.631,150.61,15.25,,OFF
1692447060,12.963,0.012,11.623,150.67,15.25,,OFF
1692447090,12.978,0.011,11.588,150.39,15.25,,OFF
1692447120,12.987,0.009,11.535,149.81,15.50,,OFF
1692447150,13.001,0.012,11.499,149.50,15.50,,OFF
1692447180,13.014,0.012,11.504,149.71,15.50,,OFF
1692447210,13.024,0.013,11.503,149.82,15.50,,OFF
1692447240,13.034,0.012,11.434,149.03,15.50,,OFF
1692447270,13.046,0.013,11.375,148.40,15.50,,OFF
1692447300,13.054,0.012,11.360,148.29,15.50,,OFF
1692447330,13.069,0.014,11.333,148.11,15.50,,OFF
1692447360,13.075,0.011,11.327,148.10,15.50,,OFF
1692447390,13.084,0.011,11.266,147.40,15.50,,OFF
1692447420,13.066,0.011,8.613,112.54,15.50,,OFF
1692447450,13.095,0.011,11.159,146.13,15.50,,OFF
1692447480,13.103,0.010,11.153,146.14,15.50,,OFF
1692447510,13.116,0.013,11.103,145.63,15.50,,OFF
1692447540,13.125,0.009,11.043,144.94,15.50,,OFF
1692447570,13.136,0.011,11.008,144.60,15.50,,OFF
1692447600,13.143,0.012,10.973,144.22,15.50,,OFF
1692447630,13.152,0.010,10.921,143.63,15.50,,OFF
1692447660,13.161,0.014,10.904,143.51,15.50,,OFF
1692447690,13.168,0.011,10.873,143.18,15.50,,OFF
1692447720,13.181,0.010,10.864,143.20,15.50,,OFF
1692447750,13.189,0.014,10.783,142.22,15.50,,OFF
1692447780,13.193,0.011,10.762,141.98,15.50,,OFF
1692447810,13.203,0.014,10.714,141.46,15.50,,OFF
1692447840,13.208,0.010,10.721,141.60,15.50,,OFF
1692447870,13.218,0.011,10.675,141.10,15.50,,OFF
1692447900,13.163,0.013,4.835,63.64,15.50,,OFF
1692447930,13.210,0.011,10.385,137.19,15.50,,OFF
1692447960,13.152,0.011,4.676,61.50,15.50,,OFF
1692447990,13.158,0.010,5.903,77.67,15.50,,OFF
1692448020,13.158,0.012,5.933,78.07,15.50,,OFF
1692448050,13.218,0.015,10.227,135.18,15.75,,OFF
1692448080,13.227,0.011,10.232,135.34,15.75,,OFF
1692448110,13.235,0.011,10.208,135.10,15.50,,OFF
1692448140,13.241,0.011,10.189,134.91,15.50,,OFF
1692448170,13.249,0.008,10.221,135.42,15.75,,OFF
1692448200,13.254,0.009,10.219,135.44,15.75,,OFF
1692448230,13.264,0.011,10.136,134.44,15.75,,OFF
1692448260,13.271,0.012,10.262,136.19,15.75,,OFF
1692448290,13.274,0.012,10.234,135.85,15.75,,OFF
1692448320,13.281,0.015,10.090,134.01,15.75,,OFF
1692448350,13.289,0.013,10.101,134.23,15.75,,OFF
1692448380,13.295,0.015,10.111,134.43,15.75,,OFF
1692448410,13.279,0.010,7.691,102.13,15.75,,OFF
1692448440,13.305,0.013,10.253,136.42,15.75,,OFF
1692448470,13.306,0.010,10.230,136.12,15.75,,OFF
1692448500,13.314,0.014,10.099,134.46,15.75,,OFF
1692448530,13.317,0.012,10.107,134.59,15.75,,OFF
1692448560,13.324,0.012,10.114,134.76,15.75,,OFF
1692448590,13.329,0.016,10.125,134.96,15.75,,OFF
1692448620,13.331,0.012,10.058,134.08,15.75,,OFF
1692448650,13.329,0.015,10.156,135.37,15.75,,OFF
1692448680,13.336,0.011,10.019,133.61,15.75,,OFF
1692448710,13.195,0.014,-1.758,-23.20,15.75,,OFF
1692448740,13.160,0.013,-1.731,-22.78,15.75,,OFF
1692448770,13.139,0.014,-1.819,-23.90,15.75,,OFF
1692448800,13.093,0.013,-6.423,-84.10,15.75,,OFF
1692448830,13.067,0.014,-6.418,-83.86,15.75,,OFF
1692448860,13.088,0.011,-1.897,-24.83,15.75,,OFF
1692448890,13.076,0.012,-1.877,-24.54,15.50,,OFF
1692448920,13.068,0.014,-1.875,-24.50,15.75,,OFF
1692448950,13.059,0.012,-1.864,-24.34,15.75,,OFF
1692448980,13.048,0.015,-1.856,-24.22,15.75,,OFF
1692449010,13.037,0.011,-1.826,-23.81,15.75,,OFF
1692449040,13.031,0.013,-1.774,-23.12,15.50,,OFF
1692449070,13.022,0.013,-1.769,-23.04,15.50,,OFF
1692449100,13.014,0.013,-1.754,-22.83,15.50,,OFF
1692449130,13.007,0.013,-1.730,-22.50,15.50,,OFF
1692449160,12.999,0.011,-1.706,-22.18,15.50,,OFF
1692449190,12.992,0.014,-1.672,-21.72,15.50,,OFF
1692449220,12.980,0.011,-1.626,-21.11,15.50,,OFF
1692449250,12.978,0.011,-1.618,-21.00,15.50,,OFF
1692449280,12.969,0.011,-1.615,-20.94,15.50,,OFF
1692449310,12.966,0.012,-1.609,-20.86,15.50,,OFF
1692449340,12.957,0.011,-1.590,-20.60,15.50,,OFF
1692449370,12.954,0.010,-1.549,-20.07,15.50,,OFF
1692449400,12.950,0.014,-1.496,-19.37,15.50,,OFF
1692449430,12.941,0.011,-1.472,-19.05,15.50,,OFF
